epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,8988.34,0.77602,0.55138,1.07138,0.82507,0.79788,0.85649,0.70373,0.80115,0.56643,1.13379,0.0082378,0.0082378,0.0082378
180,9038.03,0.77789,0.54968,1.07472,0.83509,0.79332,0.85751,0.70422,0.80333,0.56656,1.13476,0.0082279,0.0082279,0.0082279
181,9087.94,0.77438,0.54564,1.07469,0.85079,0.77453,0.85864,0.70407,0.8031,0.56678,1.13523,0.008218,0.008218,0.008218
182,9137.92,0.7762,0.54501,1.07897,0.84037,0.7875,0.85839,0.70286,0.80162,0.56684,1.13427,0.0082081,0.0082081,0.0082081
183,9187.88,0.77141,0.54605,1.06761,0.82641,0.8067,0.85856,0.70228,0.79976,0.56399,1.13316,0.0081982,0.0081982,0.0081982
184,9237.67,0.77599,0.54947,1.07448,0.8211,0.81112,0.86116,0.70769,0.8002,0.56451,1.134,0.0081883,0.0081883,0.0081883
185,9287.52,0.76984,0.54083,1.06492,0.83283,0.79779,0.86073,0.70648,0.79988,0.56355,1.1345,0.0081784,0.0081784,0.0081784
186,9337.41,0.76684,0.53883,1.06831,0.8263,0.80181,0.86125,0.70662,0.80046,0.56368,1.13523,0.0081685,0.0081685,0.0081685
187,9386.81,0.76887,0.54664,1.07191,0.84143,0.785,0.86109,0.70827,0.80067,0.56243,1.1356,0.0081586,0.0081586,0.0081586
188,9437.1,0.77039,0.54926,1.06538,0.83581,0.79201,0.86038,0.70603,0.79911,0.56321,1.1336,0.0081487,0.0081487,0.0081487
189,9486.85,0.77279,0.54147,1.07224,0.83539,0.78495,0.85937,0.70824,0.79932,0.56462,1.13429,0.0081388,0.0081388,0.0081388
190,9536.88,0.76812,0.54799,1.06973,0.82625,0.79538,0.85879,0.70555,0.80142,0.56577,1.13616,0.0081289,0.0081289,0.0081289
191,9586.47,0.77059,0.54207,1.06825,0.81553,0.80778,0.85737,0.70547,0.80132,0.56606,1.13569,0.008119,0.008119,0.008119
192,9635.69,0.76908,0.53676,1.06808,0.82614,0.79403,0.85684,0.70247,0.8029,0.56814,1.13708,0.0081091,0.0081091,0.0081091
193,9685.16,0.7651,0.54436,1.06642,0.83443,0.7858,0.8552,0.70066,0.80273,0.56539,1.13604,0.0080992,0.0080992,0.0080992
194,9735.12,0.76657,0.53629,1.06725,0.84706,0.77548,0.8546,0.7014,0.80184,0.56438,1.13496,0.0080893,0.0080893,0.0080893
195,9785.59,0.7664,0.54185,1.06437,0.84432,0.78721,0.85519,0.70063,0.80119,0.56289,1.13427,0.0080794,0.0080794,0.0080794
196,9835.06,0.77256,0.54213,1.07065,0.84232,0.78665,0.85618,0.70131,0.80185,0.56106,1.13483,0.0080695,0.0080695,0.0080695
197,9884.98,0.76443,0.53507,1.06486,0.84193,0.78491,0.85702,0.70244,0.80158,0.56195,1.13409,0.0080596,0.0080596,0.0080596
198,9934.84,0.76889,0.53515,1.06541,0.82529,0.80239,0.85589,0.70229,0.79922,0.563,1.13259,0.0080497,0.0080497,0.0080497
199,9984.75,0.76868,0.53511,1.06605,0.81135,0.81512,0.85623,0.70641,0.79802,0.562,1.13195,0.0080398,0.0080398,0.0080398
200,10034.1,0.76177,0.53835,1.06798,0.82671,0.79497,0.85694,0.7069,0.79824,0.56213,1.13148,0.0080299,0.0080299,0.0080299
201,10084.2,0.76493,0.53598,1.05877,0.839,0.78516,0.85865,0.70792,0.79759,0.56269,1.13064,0.00802,0.00802,0.00802
202,10134.1,0.76395,0.53341,1.06036,0.83969,0.78688,0.86052,0.71062,0.79609,0.56061,1.12948,0.0080101,0.0080101,0.0080101
203,10183.5,0.76504,0.52674,1.06293,0.82533,0.80231,0.85928,0.70965,0.79422,0.56112,1.128,0.0080002,0.0080002,0.0080002
204,10233.7,0.76048,0.52833,1.06599,0.82511,0.79776,0.86063,0.7097,0.79411,0.56031,1.12816,0.0079903,0.0079903,0.0079903
205,10283.1,0.75555,0.52768,1.05749,0.83955,0.78627,0.86006,0.70911,0.79414,0.55869,1.12797,0.0079804,0.0079804,0.0079804
206,10333.6,0.75799,0.53022,1.06059,0.84656,0.7776,0.86038,0.70962,0.79441,0.55897,1.12775,0.0079705,0.0079705,0.0079705
207,10383.3,0.75595,0.52962,1.06219,0.85207,0.7792,0.86021,0.70971,0.7945,0.55805,1.12732,0.0079606,0.0079606,0.0079606
208,10433.3,0.76292,0.52821,1.06047,0.84713,0.77928,0.8605,0.70924,0.79403,0.55817,1.12702,0.0079507,0.0079507,0.0079507
209,10482.4,0.75433,0.52591,1.05679,0.83817,0.77937,0.86006,0.70807,0.7946,0.55847,1.12723,0.0079408,0.0079408,0.0079408
210,10532,0.75815,0.52495,1.05957,0.84243,0.7777,0.85984,0.7083,0.79564,0.56029,1.12824,0.0079309,0.0079309,0.0079309
211,10582,0.75652,0.52907,1.06093,0.82817,0.7907,0.85922,0.70698,0.7953,0.5597,1.12833,0.007921,0.007921,0.007921
212,10632.6,0.7546,0.52306,1.05828,0.83196,0.7922,0.85782,0.70546,0.79526,0.56085,1.12875,0.0079111,0.0079111,0.0079111
213,10681.9,0.75264,0.52294,1.05589,0.84404,0.78219,0.85721,0.70594,0.79442,0.56136,1.12855,0.0079012,0.0079012,0.0079012
214,10731.7,0.75576,0.52707,1.0566,0.84557,0.78119,0.85742,0.70668,0.79483,0.56037,1.1292,0.0078913,0.0078913,0.0078913
215,10781.1,0.75506,0.52058,1.05352,0.82331,0.80442,0.85763,0.7067,0.79436,0.55959,1.1294,0.0078814,0.0078814,0.0078814
216,10830.3,0.75547,0.52273,1.06265,0.83526,0.78972,0.85768,0.70529,0.7941,0.5595,1.1293,0.0078715,0.0078715,0.0078715
217,10880.5,0.75779,0.52617,1.05629,0.84159,0.78748,0.85877,0.70595,0.79347,0.55937,1.12874,0.0078616,0.0078616,0.0078616
218,10930.5,0.7604,0.52772,1.06201,0.848,0.78242,0.85859,0.70592,0.79351,0.5586,1.12875,0.0078517,0.0078517,0.0078517
219,10979.9,0.74958,0.52095,1.05526,0.84069,0.78522,0.85887,0.7054,0.79364,0.55793,1.1291,0.0078418,0.0078418,0.0078418
220,11029.4,0.75624,0.5247,1.05429,0.84742,0.77587,0.85818,0.70556,0.79353,0.55817,1.12866,0.0078319,0.0078319,0.0078319
221,11079.2,0.7514,0.52353,1.05316,0.84553,0.77806,0.85959,0.70621,0.79384,0.55786,1.12861,0.007822,0.007822,0.007822
222,11129.3,0.75478,0.52091,1.0503,0.84346,0.78136,0.85923,0.70581,0.79358,0.55825,1.12814,0.0078121,0.0078121,0.0078121
223,11179.7,0.74766,0.52129,1.05043,0.83226,0.79452,0.85889,0.70524,0.79378,0.55897,1.12838,0.0078022,0.0078022,0.0078022
224,11229.5,0.74732,0.51788,1.05292,0.83184,0.79226,0.8586,0.70658,0.79409,0.55962,1.12879,0.0077923,0.0077923,0.0077923
225,11279.2,0.74959,0.52179,1.05258,0.84391,0.78581,0.85942,0.70559,0.79353,0.55983,1.12843,0.0077824,0.0077824,0.0077824
226,11329.3,0.74966,0.52268,1.05623,0.84682,0.78515,0.85882,0.70519,0.79289,0.56011,1.12774,0.0077725,0.0077725,0.0077725
227,11378.9,0.74888,0.52015,1.05196,0.85065,0.7843,0.85901,0.70631,0.79236,0.56013,1.12745,0.0077626,0.0077626,0.0077626
228,11429,0.74965,0.51552,1.05224,0.85018,0.78193,0.8591,0.70682,0.79203,0.55905,1.12749,0.0077527,0.0077527,0.0077527
229,11478.7,0.74757,0.51962,1.05042,0.84631,0.78263,0.85965,0.70715,0.79217,0.55978,1.12777,0.0077428,0.0077428,0.0077428
230,11528.9,0.74471,0.51377,1.04679,0.84268,0.78265,0.86001,0.70848,0.79163,0.55921,1.12736,0.0077329,0.0077329,0.0077329
231,11580,0.74816,0.51724,1.04933,0.82141,0.80215,0.85969,0.70862,0.7918,0.55871,1.12724,0.007723,0.007723,0.007723
232,11629.2,0.74323,0.51514,1.05102,0.82367,0.80175,0.85921,0.70837,0.79173,0.55884,1.12706,0.0077131,0.0077131,0.0077131
