epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,3949.83,0.95345,0.62826,0.86831,0.90038,0.7694,0.87408,0.60955,1.06501,0.59477,0.92319,0.0064756,0.0064756,0.0064756
180,3971.02,0.9384,0.62578,0.86329,0.88897,0.84083,0.89232,0.61782,1.07011,0.59816,0.92141,0.0064558,0.0064558,0.0064558
181,3992.16,0.97716,0.63876,0.87859,0.86352,0.84189,0.90225,0.60553,1.08091,0.56836,0.9254,0.006436,0.006436,0.006436
182,4013.81,0.97599,0.63808,0.8692,0.89631,0.79945,0.88305,0.60658,1.08219,0.5784,0.92985,0.0064162,0.0064162,0.0064162
183,4035.38,0.96499,0.64248,0.86252,0.87545,0.84275,0.89132,0.60594,1.09208,0.60155,0.92881,0.0063964,0.0063964,0.0063964
184,4056.77,0.96118,0.6301,0.85825,0.89179,0.81536,0.89007,0.60394,1.07217,0.58247,0.91597,0.0063766,0.0063766,0.0063766
185,4079.2,0.95998,0.65048,0.87037,0.89474,0.80166,0.91008,0.61793,1.08933,0.57552,0.925,0.0063568,0.0063568,0.0063568
186,4100.5,0.98038,0.63175,0.86563,0.92758,0.80373,0.90485,0.61874,1.06444,0.55238,0.92046,0.006337,0.006337,0.006337
187,4122.02,0.96262,0.63335,0.86734,0.91982,0.78786,0.88091,0.61584,1.04536,0.59623,0.91831,0.0063172,0.0063172,0.0063172
188,4143.24,0.96747,0.6233,0.86631,0.90909,0.78363,0.8781,0.61798,1.06485,0.5973,0.91997,0.0062974,0.0062974,0.0062974
189,4164.8,0.94879,0.6164,0.86386,0.88618,0.81336,0.8919,0.62468,1.06581,0.58881,0.91811,0.0062776,0.0062776,0.0062776
190,4187.25,0.94284,0.61655,0.86213,0.85424,0.83031,0.88487,0.61183,1.08097,0.58643,0.92907,0.0062578,0.0062578,0.0062578
191,4208.45,0.9464,0.62318,0.86161,0.87567,0.84464,0.90025,0.61526,1.05876,0.57629,0.91896,0.006238,0.006238,0.006238
192,4230.06,0.95877,0.62012,0.86566,0.87674,0.82134,0.90451,0.62394,1.07225,0.56687,0.9272,0.0062182,0.0062182,0.0062182
193,4251.92,0.95518,0.63093,0.85581,0.89382,0.81918,0.8984,0.61243,1.08178,0.57128,0.92487,0.0061984,0.0061984,0.0061984
194,4273.51,0.96235,0.63587,0.86529,0.83983,0.83875,0.87834,0.60351,1.08874,0.58175,0.92372,0.0061786,0.0061786,0.0061786
195,4294.89,0.93852,0.60847,0.87382,0.88657,0.83579,0.90145,0.62641,1.05686,0.55986,0.91968,0.0061588,0.0061588,0.0061588
196,4316.41,0.92488,0.60174,0.85805,0.89826,0.81209,0.88919,0.62693,1.04934,0.57815,0.9196,0.006139,0.006139,0.006139
197,4338.2,0.9312,0.60186,0.85932,0.87614,0.84704,0.90272,0.6284,1.06769,0.5648,0.91994,0.0061192,0.0061192,0.0061192
198,4359.52,0.96689,0.61823,0.86265,0.86467,0.8455,0.89352,0.61808,1.05713,0.58418,0.91791,0.0060994,0.0060994,0.0060994
199,4381.88,0.94909,0.61569,0.86489,0.93636,0.77743,0.88861,0.61227,1.05902,0.57632,0.91411,0.0060796,0.0060796,0.0060796
200,4402.82,0.93097,0.59182,0.8581,0.86038,0.83475,0.88569,0.61529,1.05728,0.58481,0.91283,0.0060598,0.0060598,0.0060598
201,4424.32,0.94251,0.60299,0.86376,0.87957,0.83999,0.90161,0.61426,1.06252,0.56483,0.91884,0.00604,0.00604,0.00604
202,4446.51,0.93731,0.59612,0.85822,0.87208,0.84066,0.89561,0.62758,1.04765,0.57568,0.91955,0.0060202,0.0060202,0.0060202
203,4467.89,0.92695,0.59471,0.86498,0.89022,0.82741,0.89123,0.61675,1.05884,0.58514,0.91559,0.0060004,0.0060004,0.0060004
204,4490.48,0.94929,0.61016,0.86088,0.90294,0.80504,0.88217,0.61145,1.07858,0.57396,0.92067,0.0059806,0.0059806,0.0059806
205,4511.84,0.92944,0.59792,0.86831,0.88698,0.8716,0.90039,0.62492,1.05357,0.55492,0.91334,0.0059608,0.0059608,0.0059608
206,4533.3,0.91976,0.59802,0.86298,0.92789,0.81501,0.90107,0.62418,1.0701,0.57002,0.91843,0.005941,0.005941,0.005941
207,4555.46,0.90289,0.57733,0.86353,0.93436,0.8532,0.91304,0.62359,1.07526,0.54043,0.9191,0.0059212,0.0059212,0.0059212
208,4577.09,0.91935,0.59701,0.85756,0.88914,0.85301,0.90937,0.63164,1.0573,0.54827,0.92009,0.0059014,0.0059014,0.0059014
209,4598.68,0.90564,0.58162,0.84812,0.89654,0.84295,0.89356,0.62041,1.03991,0.56679,0.91323,0.0058816,0.0058816,0.0058816
210,4620.9,0.92704,0.60758,0.85618,0.8778,0.83272,0.89461,0.62001,1.05767,0.57893,0.91537,0.0058618,0.0058618,0.0058618
211,4643.23,0.92555,0.59423,0.85626,0.93779,0.82602,0.90641,0.61895,1.06453,0.54474,0.91143,0.005842,0.005842,0.005842
212,4665.73,0.9167,0.59437,0.85761,0.85996,0.8716,0.90601,0.62227,1.07171,0.5605,0.91903,0.0058222,0.0058222,0.0058222
213,4687.19,0.94439,0.60732,0.85669,0.85377,0.86269,0.89601,0.62221,1.04758,0.55313,0.91341,0.0058024,0.0058024,0.0058024
214,4708.73,0.93023,0.6057,0.86546,0.88507,0.84934,0.90282,0.62973,1.07409,0.55605,0.92159,0.0057826,0.0057826,0.0057826
215,4730.75,0.93363,0.58745,0.86442,0.92566,0.79966,0.91318,0.63782,1.08025,0.5456,0.92584,0.0057628,0.0057628,0.0057628
216,4752.39,0.91481,0.58302,0.85467,0.86217,0.87093,0.89726,0.62509,1.06785,0.55209,0.92207,0.005743,0.005743,0.005743
217,4774.3,0.89584,0.58034,0.86274,0.89079,0.81258,0.88849,0.62355,1.06107,0.54153,0.91806,0.0057232,0.0057232,0.0057232
218,4796.27,0.92334,0.58585,0.8595,0.88926,0.81145,0.88704,0.625,1.04622,0.55763,0.91563,0.0057034,0.0057034,0.0057034
219,4818.04,0.88385,0.56671,0.84656,0.9063,0.8047,0.89356,0.62627,1.02149,0.5546,0.90772,0.0056836,0.0056836,0.0056836
220,4840.17,0.91967,0.57254,0.85353,0.87454,0.83284,0.90045,0.6311,1.02429,0.53642,0.90514,0.0056638,0.0056638,0.0056638
221,4862.02,0.89721,0.57177,0.85936,0.90159,0.84081,0.91113,0.62563,1.06793,0.53889,0.91742,0.005644,0.005644,0.005644
222,4883.66,0.91217,0.58439,0.85568,0.85388,0.87908,0.90723,0.62893,1.05732,0.54209,0.91203,0.0056242,0.0056242,0.0056242
223,4905.37,0.92361,0.58594,0.86108,0.87592,0.84195,0.89693,0.63062,1.04348,0.54978,0.90863,0.0056044,0.0056044,0.0056044
224,4927.7,0.9084,0.57094,0.85447,0.90931,0.84392,0.91253,0.63217,1.05029,0.52899,0.91362,0.0055846,0.0055846,0.0055846
225,4949.23,0.89962,0.57259,0.84908,0.89425,0.87203,0.91575,0.63443,1.02302,0.51562,0.90642,0.0055648,0.0055648,0.0055648
226,4970.73,0.91506,0.60196,0.8582,0.87989,0.87083,0.90758,0.6327,1.06333,0.53925,0.91392,0.005545,0.005545,0.005545
227,4992.25,0.90514,0.56965,0.85493,0.88616,0.85425,0.90939,0.63435,1.04387,0.52499,0.90738,0.0055252,0.0055252,0.0055252
228,5013.92,0.88865,0.55804,0.84929,0.89854,0.86952,0.91997,0.6431,1.03483,0.51679,0.90685,0.0055054,0.0055054,0.0055054
229,5035.84,0.90381,0.56174,0.84844,0.89052,0.86522,0.91331,0.63776,1.04128,0.5209,0.91075,0.0054856,0.0054856,0.0054856
230,5056.97,0.89813,0.56662,0.85618,0.89583,0.85588,0.90787,0.63859,1.0334,0.51659,0.90988,0.0054658,0.0054658,0.0054658
231,5078.51,0.90879,0.56804,0.85329,0.90455,0.85476,0.90878,0.6332,1.03122,0.52182,0.91223,0.005446,0.005446,0.005446
232,5100.16,0.87914,0.57683,0.85269,0.9019,0.86486,0.90059,0.6282,1.05701,0.52971,0.91828,0.0054262,0.0054262,0.0054262
233,5122.38,0.86975,0.56799,0.84699,0.90328,0.85736,0.91137,0.63237,1.03249,0.51519,0.91301,0.0054064,0.0054064,0.0054064
234,5143.67,0.87664,0.55158,0.84718,0.89958,0.85459,0.91509,0.63233,1.04502,0.50977,0.91507,0.0053866,0.0053866,0.0053866
235,5164.87,0.91578,0.57071,0.85673,0.89718,0.86469,0.91909,0.63973,1.06253,0.51756,0.92064,0.0053668,0.0053668,0.0053668
236,5186.35,0.85919,0.53587,0.84777,0.88999,0.86558,0.91507,0.63842,1.04816,0.53297,0.91533,0.005347,0.005347,0.005347
237,5208.05,0.88718,0.56302,0.84662,0.89123,0.85829,0.91221,0.63754,1.03318,0.53207,0.91071,0.0053272,0.0053272,0.0053272
238,5230.31,0.88615,0.55782,0.8466,0.90414,0.87846,0.92201,0.64203,1.03527,0.50153,0.91124,0.0053074,0.0053074,0.0053074
239,5251.72,0.90034,0.57658,0.85339,0.90663,0.85221,0.90794,0.63562,1.04288,0.52081,0.91391,0.0052876,0.0052876,0.0052876
240,5273.79,0.89784,0.54759,0.8616,0.9173,0.85427,0.92072,0.64898,1.04403,0.51241,0.91416,0.0052678,0.0052678,0.0052678
241,5295.69,0.8833,0.54837,0.84913,0.92727,0.84453,0.91019,0.63612,1.04372,0.50773,0.91137,0.005248,0.005248,0.005248
242,5317.82,0.86211,0.53579,0.84661,0.88479,0.88985,0.91677,0.63651,1.03623,0.50179,0.90853,0.0052282,0.0052282,0.0052282
243,5339.27,0.88293,0.54197,0.85244,0.88653,0.87587,0.91872,0.64297,1.03839,0.50371,0.91631,0.0052084,0.0052084,0.0052084
244,5361.22,0.90076,0.5564,0.85823,0.88548,0.86892,0.91915,0.64522,1.04266,0.52378,0.91466,0.0051886,0.0051886,0.0051886
245,5382.77,0.86885,0.55665,0.85321,0.90239,0.82429,0.90918,0.63742,1.03374,0.52885,0.91417,0.0051688,0.0051688,0.0051688
246,5404.04,0.87379,0.5491,0.8502,0.92922,0.83105,0.91326,0.64642,1.03971,0.51134,0.91505,0.005149,0.005149,0.005149
247,5426.67,0.88545,0.55391,0.86226,0.93575,0.83257,0.90577,0.63374,1.03729,0.53451,0.91238,0.0051292,0.0051292,0.0051292
248,5448.64,0.87194,0.5453,0.85286,0.92105,0.84129,0.90436,0.62932,1.0287,0.52711,0.90944,0.0051094,0.0051094,0.0051094
249,5470.65,0.85527,0.53263,0.857,0.87685,0.85068,0.90929,0.63033,1.04212,0.5223,0.91304,0.0050896,0.0050896,0.0050896
250,5492.47,0.87578,0.54284,0.84709,0.90471,0.85613,0.9098,0.63574,1.05022,0.53555,0.91278,0.0050698,0.0050698,0.0050698
251,5514.11,0.86119,0.54783,0.84035,0.92989,0.83777,0.912,0.64103,1.03462,0.52281,0.91109,0.00505,0.00505,0.00505
252,5535.99,0.85938,0.55301,0.85288,0.88412,0.88356,0.91195,0.63728,1.04645,0.52841,0.90929,0.0050302,0.0050302,0.0050302
253,5557.55,0.8653,0.54412,0.84801,0.91394,0.84858,0.90567,0.6397,1.01911,0.52153,0.90253,0.0050104,0.0050104,0.0050104
254,5579.38,0.86294,0.54408,0.84661,0.91154,0.83853,0.89878,0.63107,1.02992,0.52464,0.91051,0.0049906,0.0049906,0.0049906
255,5601.43,0.86701,0.5448,0.84687,0.90832,0.84984,0.90909,0.64047,1.03273,0.50674,0.91758,0.0049708,0.0049708,0.0049708
256,5623.66,0.86173,0.53227,0.85057,0.87177,0.89255,0.91262,0.64079,1.02131,0.50707,0.91292,0.004951,0.004951,0.004951
257,5645.14,0.84692,0.51947,0.84837,0.91629,0.83399,0.90749,0.64286,1.02681,0.51709,0.91219,0.0049312,0.0049312,0.0049312
258,5666.35,0.85985,0.53378,0.84866,0.92719,0.84536,0.90936,0.64768,1.01889,0.52257,0.90679,0.0049114,0.0049114,0.0049114
259,5688.38,0.8538,0.54118,0.84368,0.89985,0.85788,0.9088,0.64719,1.02355,0.52434,0.90597,0.0048916,0.0048916,0.0048916
260,5710.66,0.88411,0.54149,0.85409,0.90143,0.85315,0.91088,0.64951,1.01851,0.52278,0.90714,0.0048718,0.0048718,0.0048718
261,5732.43,0.87204,0.53891,0.85305,0.89645,0.86118,0.91166,0.64952,1.01206,0.51956,0.90475,0.004852,0.004852,0.004852
262,5754.04,0.85446,0.52436,0.84135,0.92562,0.86577,0.91263,0.65106,1.01211,0.50647,0.90957,0.0048322,0.0048322,0.0048322
263,5775.92,0.86908,0.52577,0.84797,0.93141,0.84401,0.90273,0.63788,0.99552,0.51696,0.907,0.0048124,0.0048124,0.0048124
264,5798.39,0.85161,0.52927,0.84095,0.89161,0.86752,0.90622,0.64175,1.00965,0.51516,0.90967,0.0047926,0.0047926,0.0047926
265,5820.41,0.82854,0.51482,0.84761,0.93058,0.87747,0.91728,0.64845,1.00292,0.49552,0.90853,0.0047728,0.0047728,0.0047728
266,5842.5,0.8726,0.53475,0.84955,0.91632,0.86197,0.91449,0.63647,1.01511,0.49566,0.91073,0.004753,0.004753,0.004753
267,5864.25,0.85505,0.53786,0.84859,0.90808,0.88796,0.92065,0.64238,1.0289,0.50866,0.91491,0.0047332,0.0047332,0.0047332
268,5886.26,0.85566,0.53451,0.84364,0.91709,0.88029,0.91803,0.64605,1.02493,0.49727,0.91608,0.0047134,0.0047134,0.0047134
269,5907.61,0.85879,0.52823,0.84707,0.92967,0.86254,0.9184,0.65157,1.02405,0.50721,0.9145,0.0046936,0.0046936,0.0046936
270,5929.54,0.83358,0.50729,0.83901,0.90727,0.86905,0.91141,0.64118,1.0269,0.51144,0.91145,0.0046738,0.0046738,0.0046738
271,5951.69,0.85063,0.52537,0.84531,0.93478,0.85333,0.91533,0.64335,1.02032,0.49574,0.91133,0.004654,0.004654,0.004654
272,5973.71,0.83949,0.5301,0.84834,0.91877,0.84867,0.90385,0.6374,1.03247,0.50727,0.9103,0.0046342,0.0046342,0.0046342
273,5995.21,0.8359,0.53386,0.84386,0.91982,0.84676,0.90493,0.63692,1.02103,0.50912,0.90878,0.0046144,0.0046144,0.0046144
274,6017.2,0.84122,0.52988,0.8381,0.92439,0.84544,0.90706,0.63691,1.02265,0.52211,0.9086,0.0045946,0.0045946,0.0045946
275,6039.22,0.83743,0.51282,0.84588,0.91297,0.85802,0.91463,0.64469,1.0225,0.50847,0.90768,0.0045748,0.0045748,0.0045748
276,6061.21,0.85616,0.51256,0.84467,0.91112,0.85754,0.91211,0.63596,1.00839,0.50693,0.90759,0.004555,0.004555,0.004555
277,6082.86,0.8631,0.51548,0.84648,0.90897,0.86118,0.91121,0.64117,1.00618,0.50353,0.90743,0.0045352,0.0045352,0.0045352
278,6104.56,0.83397,0.51453,0.84405,0.92807,0.87579,0.92039,0.65226,1.00632,0.49343,0.90792,0.0045154,0.0045154,0.0045154
279,6126.47,0.82632,0.51342,0.83989,0.91305,0.88224,0.91717,0.65146,1.00838,0.49868,0.91092,0.0044956,0.0044956,0.0044956
280,6147.92,0.83687,0.5118,0.84901,0.91982,0.88591,0.92135,0.66134,0.99592,0.49616,0.90688,0.0044758,0.0044758,0.0044758
281,6170.55,0.84137,0.51781,0.84333,0.9429,0.87028,0.91983,0.6545,0.99275,0.49699,0.9025,0.004456,0.004456,0.004456
282,6192.52,0.82625,0.49893,0.84529,0.93678,0.86662,0.91894,0.64921,0.99256,0.49447,0.90528,0.0044362,0.0044362,0.0044362
283,6214.38,0.83312,0.5057,0.83789,0.9364,0.87965,0.92438,0.65306,0.99452,0.49407,0.9035,0.0044164,0.0044164,0.0044164
284,6235.69,0.82714,0.50618,0.83587,0.93072,0.8752,0.92185,0.65012,1.01943,0.49968,0.90879,0.0043966,0.0043966,0.0043966
285,6257.42,0.81369,0.49678,0.83479,0.93287,0.8665,0.92299,0.64984,1.01874,0.50787,0.91342,0.0043768,0.0043768,0.0043768
286,6279.25,0.82266,0.50195,0.84097,0.93172,0.87495,0.9161,0.64792,1.01304,0.5033,0.90994,0.004357,0.004357,0.004357
287,6300.47,0.84612,0.522,0.84978,0.93786,0.86093,0.91662,0.64673,1.00815,0.4997,0.91411,0.0043372,0.0043372,0.0043372
288,6322.48,0.81138,0.48766,0.8379,0.91943,0.86857,0.91611,0.65165,1.00357,0.49978,0.91257,0.0043174,0.0043174,0.0043174
289,6344.38,0.81674,0.49352,0.84114,0.92437,0.87113,0.92345,0.6555,0.99981,0.51337,0.90894,0.0042976,0.0042976,0.0042976
290,6366.6,0.81259,0.5029,0.84406,0.88962,0.8902,0.9221,0.65342,0.99799,0.5083,0.90859,0.0042778,0.0042778,0.0042778
291,6388.23,0.82503,0.51991,0.83901,0.92892,0.84978,0.92336,0.65848,0.9987,0.50132,0.91324,0.004258,0.004258,0.004258
292,6409.98,0.806,0.48632,0.84338,0.93378,0.84743,0.91761,0.6553,1.00716,0.50258,0.90964,0.0042382,0.0042382,0.0042382
293,6431,0.8273,0.49474,0.83463,0.92457,0.85938,0.91816,0.65051,0.99622,0.50012,0.9069,0.0042184,0.0042184,0.0042184
294,6453.22,0.83107,0.50365,0.844,0.90931,0.86983,0.91483,0.65297,0.99686,0.49912,0.90832,0.0041986,0.0041986,0.0041986
295,6475.1,0.81526,0.50276,0.84278,0.91314,0.86487,0.91652,0.65487,0.99246,0.496,0.90614,0.0041788,0.0041788,0.0041788
296,6496.91,0.8202,0.513,0.84237,0.91548,0.87149,0.91715,0.64498,1.00434,0.50063,0.90605,0.004159,0.004159,0.004159
297,6518.68,0.82925,0.5095,0.84199,0.944,0.8555,0.91845,0.65693,1.00344,0.50173,0.90447,0.0041392,0.0041392,0.0041392
298,6540.47,0.81003,0.48742,0.83024,0.94192,0.86553,0.92501,0.65817,1.00589,0.49722,0.90501,0.0041194,0.0041194,0.0041194
299,6562.49,0.84185,0.50664,0.84722,0.91109,0.87081,0.92333,0.65254,1.01948,0.50559,0.90787,0.0040996,0.0040996,0.0040996
300,6584.54,0.80887,0.49534,0.83749,0.9083,0.89414,0.92329,0.65659,1.00875,0.49914,0.90693,0.0040798,0.0040798,0.0040798
301,6606.14,0.78928,0.48561,0.83584,0.92534,0.87726,0.92501,0.65299,1.00049,0.49201,0.90516,0.00406,0.00406,0.00406
302,6628.02,0.81741,0.5079,0.83776,0.88834,0.88213,0.9222,0.65814,1.01332,0.50089,0.91027,0.0040402,0.0040402,0.0040402
303,6649.35,0.79692,0.49226,0.83395,0.92819,0.86545,0.92517,0.65722,1.01025,0.49858,0.90854,0.0040204,0.0040204,0.0040204
304,6670.82,0.80071,0.49228,0.83909,0.91436,0.87151,0.9181,0.65473,0.99512,0.49956,0.90166,0.0040006,0.0040006,0.0040006
305,6692.77,0.81978,0.48501,0.83794,0.91845,0.85084,0.91727,0.65073,0.99302,0.50148,0.90349,0.0039808,0.0039808,0.0039808
306,6714.48,0.79606,0.47866,0.83285,0.91981,0.85987,0.91794,0.65678,1,0.49758,0.9079,0.003961,0.003961,0.003961
307,6736.11,0.80047,0.47905,0.84163,0.91568,0.8723,0.91529,0.65428,1.00415,0.49844,0.90477,0.0039412,0.0039412,0.0039412
308,6757.72,0.80212,0.49551,0.83808,0.93307,0.87537,0.92013,0.65421,0.99942,0.49241,0.90412,0.0039214,0.0039214,0.0039214
309,6779.29,0.79332,0.47719,0.83072,0.91742,0.88376,0.91999,0.65766,0.98862,0.49549,0.90203,0.0039016,0.0039016,0.0039016
310,6801.17,0.78451,0.47607,0.83063,0.90512,0.89495,0.92459,0.66212,0.97788,0.49203,0.89965,0.0038818,0.0038818,0.0038818
311,6822.61,0.80302,0.48656,0.83013,0.92691,0.88609,0.9255,0.6553,0.981,0.47563,0.89882,0.003862,0.003862,0.003862
312,6844.38,0.78546,0.47998,0.82701,0.92324,0.8827,0.92315,0.66462,0.98141,0.47911,0.90226,0.0038422,0.0038422,0.0038422
313,6866.27,0.80483,0.49812,0.83801,0.93109,0.87461,0.91842,0.65507,0.98458,0.49223,0.90295,0.0038224,0.0038224,0.0038224
314,6887.63,0.7804,0.47657,0.82729,0.91148,0.88586,0.91997,0.6561,0.98444,0.49084,0.90368,0.0038026,0.0038026,0.0038026
315,6909.17,0.78382,0.48682,0.82744,0.9183,0.89164,0.9248,0.65762,0.98096,0.48135,0.90191,0.0037828,0.0037828,0.0037828
316,6931.47,0.78472,0.4867,0.83674,0.92811,0.89719,0.92782,0.66096,0.98612,0.48243,0.9028,0.003763,0.003763,0.003763
317,6952.6,0.7844,0.46678,0.83363,0.9302,0.89397,0.92947,0.66597,0.97694,0.48378,0.89918,0.0037432,0.0037432,0.0037432
318,6974.29,0.78989,0.47776,0.83156,0.9209,0.89602,0.9301,0.6687,0.96755,0.48675,0.89679,0.0037234,0.0037234,0.0037234
319,6996.08,0.78466,0.47447,0.83153,0.88698,0.90235,0.9286,0.66534,0.96684,0.48345,0.89535,0.0037036,0.0037036,0.0037036
320,7017.81,0.77057,0.46271,0.83611,0.93058,0.86663,0.92484,0.66349,0.9775,0.48933,0.89811,0.0036838,0.0036838,0.0036838
321,7040.08,0.76975,0.47379,0.8382,0.90911,0.88628,0.92118,0.65727,0.98306,0.49077,0.89981,0.003664,0.003664,0.003664
322,7062.19,0.78999,0.46433,0.83307,0.9307,0.88247,0.92284,0.66179,0.98419,0.48561,0.90029,0.0036442,0.0036442,0.0036442
323,7084.13,0.77871,0.48484,0.82407,0.92832,0.88172,0.91857,0.66255,0.98365,0.49567,0.90271,0.0036244,0.0036244,0.0036244
324,7105.74,0.75755,0.47373,0.82651,0.9264,0.88462,0.92276,0.65726,0.98573,0.49227,0.90104,0.0036046,0.0036046,0.0036046
325,7127.26,0.78395,0.47101,0.83683,0.94443,0.87634,0.92141,0.65806,0.99343,0.49373,0.90109,0.0035848,0.0035848,0.0035848
326,7148.82,0.76948,0.4668,0.83129,0.93196,0.88428,0.92425,0.66179,0.99728,0.49371,0.90159,0.003565,0.003565,0.003565
327,7170.68,0.79651,0.47735,0.83717,0.91988,0.87541,0.91612,0.65657,1.00304,0.49611,0.90293,0.0035452,0.0035452,0.0035452
328,7192.51,0.75486,0.45885,0.83078,0.93144,0.85482,0.91428,0.64996,1.00743,0.50834,0.90424,0.0035254,0.0035254,0.0035254
329,7214.36,0.78491,0.47138,0.83462,0.89686,0.89732,0.92347,0.65784,0.9971,0.49684,0.90327,0.0035056,0.0035056,0.0035056
330,7237.13,0.80058,0.48497,0.83847,0.92327,0.88531,0.92719,0.66003,0.99879,0.48764,0.90382,0.0034858,0.0034858,0.0034858
331,7259.26,0.77388,0.46613,0.83583,0.9112,0.9038,0.92038,0.65958,0.99938,0.4848,0.90376,0.003466,0.003466,0.003466
332,7280.79,0.77763,0.47158,0.83377,0.90387,0.90573,0.9274,0.65608,1.00085,0.48358,0.90349,0.0034462,0.0034462,0.0034462
333,7302.3,0.77928,0.46158,0.82937,0.93085,0.87658,0.92643,0.65863,0.99763,0.47643,0.90382,0.0034264,0.0034264,0.0034264
334,7323.99,0.77551,0.47281,0.83003,0.93769,0.87799,0.92306,0.65791,0.99786,0.47961,0.90362,0.0034066,0.0034066,0.0034066
335,7345.25,0.76045,0.45505,0.82754,0.94649,0.89108,0.92617,0.66044,0.98722,0.48261,0.90054,0.0033868,0.0033868,0.0033868
336,7366.85,0.75886,0.45944,0.83098,0.94595,0.86999,0.92566,0.66652,0.98605,0.48171,0.90022,0.003367,0.003367,0.003367
337,7388.66,0.7683,0.45922,0.8271,0.93104,0.89514,0.92716,0.66849,0.99049,0.47624,0.90175,0.0033472,0.0033472,0.0033472
338,7410.82,0.78853,0.46575,0.8374,0.92207,0.88423,0.92647,0.6732,0.98193,0.4746,0.89952,0.0033274,0.0033274,0.0033274
339,7432.58,0.75336,0.46207,0.83328,0.92597,0.88518,0.92366,0.66981,0.9772,0.47655,0.9,0.0033076,0.0033076,0.0033076
340,7454.16,0.76334,0.46358,0.82828,0.91934,0.90154,0.92395,0.66796,0.97587,0.47582,0.90059,0.0032878,0.0032878,0.0032878
341,7475.45,0.75704,0.45136,0.82637,0.92989,0.88637,0.92463,0.66993,0.96624,0.474,0.89746,0.003268,0.003268,0.003268
342,7497.93,0.77263,0.47461,0.83317,0.92061,0.89059,0.92181,0.66365,0.97044,0.47684,0.89708,0.0032482,0.0032482,0.0032482
343,7519.56,0.76494,0.46703,0.83087,0.89994,0.8946,0.91983,0.66014,0.96625,0.48547,0.89581,0.0032284,0.0032284,0.0032284
344,7541.32,0.73829,0.44952,0.81646,0.90737,0.89602,0.91728,0.65986,0.96791,0.49074,0.89639,0.0032086,0.0032086,0.0032086
345,7562.82,0.76137,0.45297,0.83123,0.9142,0.88113,0.9217,0.66461,0.96688,0.4898,0.89785,0.0031888,0.0031888,0.0031888
346,7584.93,0.73548,0.46081,0.83109,0.91439,0.87895,0.92187,0.66486,0.97523,0.4878,0.89992,0.003169,0.003169,0.003169
347,7607.16,0.76124,0.45812,0.83108,0.9155,0.89438,0.9219,0.66555,0.97596,0.48583,0.89973,0.0031492,0.0031492,0.0031492
348,7628.74,0.76276,0.45864,0.82503,0.92863,0.88764,0.9183,0.66311,0.97125,0.48205,0.89822,0.0031294,0.0031294,0.0031294
349,7650.19,0.75006,0.45562,0.82498,0.93457,0.88992,0.92364,0.65975,0.97099,0.47813,0.89612,0.0031096,0.0031096,0.0031096
350,7671.76,0.74298,0.45875,0.82502,0.93024,0.87527,0.92046,0.66302,0.97035,0.47964,0.89823,0.0030898,0.0030898,0.0030898
351,7693.76,0.74392,0.465,0.82653,0.94651,0.86529,0.92179,0.66598,0.96731,0.48007,0.89895,0.00307,0.00307,0.00307
352,7716.03,0.74917,0.45189,0.82588,0.92669,0.88647,0.92328,0.66538,0.96741,0.47156,0.89933,0.0030502,0.0030502,0.0030502
353,7737.5,0.74375,0.44638,0.83315,0.93197,0.87567,0.9228,0.67023,0.96084,0.47562,0.89822,0.0030304,0.0030304,0.0030304
354,7759.46,0.72913,0.43794,0.82717,0.93525,0.87419,0.92366,0.66801,0.95722,0.47804,0.89732,0.0030106,0.0030106,0.0030106
355,7780.99,0.76054,0.45281,0.82901,0.93397,0.87671,0.92088,0.66831,0.95441,0.48147,0.89707,0.0029908,0.0029908,0.0029908
356,7802.35,0.73592,0.44564,0.82848,0.93233,0.87217,0.92323,0.66579,0.95202,0.48094,0.89715,0.002971,0.002971,0.002971
357,7823.91,0.74983,0.45805,0.82463,0.92995,0.87401,0.92421,0.66898,0.95419,0.47438,0.89768,0.0029512,0.0029512,0.0029512
358,7845.87,0.76014,0.46389,0.83388,0.91989,0.88693,0.92012,0.6692,0.96076,0.47967,0.8992,0.0029314,0.0029314,0.0029314
359,7868.11,0.75015,0.44528,0.82895,0.91813,0.8909,0.9241,0.66992,0.96806,0.47398,0.90135,0.0029116,0.0029116,0.0029116
360,7890.72,0.73501,0.44016,0.83098,0.91562,0.88119,0.92684,0.66566,0.97308,0.4745,0.90284,0.0028918,0.0028918,0.0028918
361,7912.33,0.74672,0.44313,0.83105,0.91929,0.88223,0.92611,0.66898,0.97781,0.47931,0.90418,0.002872,0.002872,0.002872
362,7934.88,0.72312,0.43801,0.82197,0.91145,0.8841,0.92696,0.66918,0.97917,0.47635,0.90327,0.0028522,0.0028522,0.0028522
363,7956.08,0.73642,0.44308,0.82526,0.93315,0.86943,0.92511,0.67075,0.97431,0.47353,0.90107,0.0028324,0.0028324,0.0028324
364,7978.27,0.72827,0.43846,0.82239,0.9296,0.88153,0.93365,0.6699,0.97187,0.47258,0.90072,0.0028126,0.0028126,0.0028126
